Date,Time,Latitude,Longitude
2025.05.06,11:19:00,57.391933,10.995728
2025.05.06,11:20:00,57.39164,10.990149
2025.05.06,11:21:00,57.391331,10.984583
2025.05.06,11:22:00,57.39103,10.978981
2025.05.06,11:23:00,57.390731,10.973367
2025.05.06,11:24:00,57.39044,10.967799
2025.05.06,11:25:00,57.390191,10.962225
2025.05.06,11:26:00,57.389963,10.956579
2025.05.06,11:27:00,57.389739,10.950944
2025.05.06,11:28:00,57.389514,10.945318
2025.05.06,11:29:00,57.389289,10.939716
2025.05.06,11:30:00,57.389166,10.934488
2025.05.06,11:31:00,57.389014,10.929972
2025.05.06,11:32:00,57.388625,10.926003
2025.05.06,11:33:00,57.388224,10.922221
2025.05.06,11:34:00,57.387825,10.918499
2025.05.06,11:35:00,57.387736,10.915459
2025.05.06,11:36:00,57.387867,10.914627
2025.05.06,11:37:00,57.387834,10.914456
2025.05.06,11:38:00,57.387832,10.914461
2025.05.06,11:39:00,57.387833,10.914469
2025.05.06,11:40:00,57.387835,10.914474
2025.05.06,11:41:00,57.387835,10.914494
2025.05.06,11:42:00,57.387837,10.914514
2025.05.06,11:43:00,57.387839,10.91452
2025.05.06,11:44:00,57.387839,10.914517
2025.05.06,11:45:00,57.387835,10.914525
2025.05.06,11:46:00,57.387837,10.914526
2025.05.06,11:47:00,57.387836,10.914521
2025.05.06,11:48:00,57.387838,10.914522
2025.05.06,11:49:00,57.387837,10.914521
2025.05.06,11:50:00,57.387897,10.914681
2025.05.06,11:51:00,57.388032,10.916064
2025.05.06,11:52:00,57.388051,10.91921
2025.05.06,11:53:00,57.388104,10.92344
2025.05.06,11:54:00,57.388278,10.928408
2025.05.06,11:55:00,57.388502,10.933739
2025.05.06,11:56:00,57.388736,10.939169
2025.05.06,11:57:00,57.388971,10.944608
2025.05.06,11:58:00,57.389192,10.95008
2025.05.06,11:59:00,57.389424,10.955595
2025.05.06,12:00:00,57.389659,10.96115
2025.05.06,12:01:00,57.389876,10.96669
2025.05.06,12:02:00,57.390079,10.972196
2025.05.06,12:03:00,57.390316,10.977748
2025.05.06,12:04:00,57.390599,10.983346
2025.05.06,12:05:00,57.390961,10.988933
2025.05.06,12:06:00,57.391459,10.994445
2025.05.06,12:07:00,57.391959,11.000011
2025.05.06,12:08:00,57.392449,11.005584
2025.05.06,12:09:00,57.392947,11.011166
2025.05.06,12:10:00,57.393433,11.01679
2025.05.06,12:11:00,57.3939,11.022429
2025.05.06,12:12:00,57.394363,11.028071
2025.05.06,12:13:00,57.39496,11.033665
2025.05.06,12:14:00,57.396509,11.038237
2025.05.06,12:15:00,57.398761,11.04166
2025.05.06,12:16:00,57.401118,11.044957
2025.05.06,12:17:00,57.403479,11.048277
2025.05.06,12:18:00,57.405917,11.051336
2025.05.06,12:19:00,57.408492,11.053964
2025.05.06,12:20:00,57.411075,11.056567
2025.05.06,12:21:00,57.413634,11.059201
2025.05.06,12:22:00,57.416194,11.061804
2025.05.06,12:23:00,57.418736,11.064406
2025.05.06,12:24:00,57.421364,11.066244
2025.05.06,12:25:00,57.424161,11.066484
2025.05.06,12:26:00,57.426841,11.065204
2025.05.06,12:27:00,57.429291,11.06269
2025.05.06,12:28:00,57.431005,11.058756
2025.05.06,12:29:00,57.431934,11.053807
2025.05.06,12:30:00,57.432778,11.048752
2025.05.06,12:31:00,57.433605,11.043637
2025.05.06,12:32:00,57.43442,11.038554
2025.05.06,12:33:00,57.435236,11.033461
2025.05.06,12:34:00,57.436056,11.028406
2025.05.06,12:35:00,57.436886,11.023323
2025.05.06,12:36:00,57.437717,11.018244
2025.05.06,12:37:00,57.43855,11.013105
2025.05.06,12:38:00,57.439386,11.007973
2025.05.06,12:39:00,57.440229,11.002853
2025.05.06,12:40:00,57.441047,10.997732
2025.05.06,12:41:00,57.441871,10.992595
2025.05.06,12:42:00,57.442707,10.98741
2025.05.06,12:43:00,57.443537,10.982287
2025.05.06,12:44:00,57.444359,10.977121
2025.05.06,12:45:00,57.445196,10.971925
2025.05.06,12:46:00,57.446033,10.966717
2025.05.06,12:47:00,57.446862,10.961527
2025.05.06,12:48:00,57.4477,10.956323
2025.05.06,12:49:00,57.448616,10.951155
2025.05.06,12:50:00,57.449614,10.946026
2025.05.06,12:51:00,57.450616,10.940898
2025.05.06,12:52:00,57.451698,10.935846
2025.05.06,12:53:00,57.45272,10.931193
2025.05.06,12:54:00,57.453482,10.927062
2025.05.06,12:55:00,57.454029,10.922952
2025.05.06,12:56:00,57.454759,10.919249
2025.05.06,12:57:00,57.455704,10.917179
2025.05.06,12:58:00,57.45611,10.916903
2025.05.06,12:59:00,57.456105,10.917073
2025.05.06,13:00:00,57.45611,10.917048
2025.05.06,13:01:00,57.456104,10.916965
2025.05.06,13:02:00,57.456102,10.916958
2025.05.06,13:03:00,57.456105,10.916965
2025.05.06,13:04:00,57.456106,10.916973
2025.05.06,13:05:00,57.456106,10.916981
2025.05.06,13:06:00,57.456106,10.916979
2025.05.06,13:07:00,57.456107,10.916981
2025.05.06,13:08:00,57.456107,10.916978
2025.05.06,13:09:00,57.456105,10.916976
2025.05.06,13:10:00,57.4561,10.916962
2025.05.06,13:11:00,57.456291,10.916908
2025.05.06,13:12:00,57.456859,10.916976
2025.05.06,13:13:00,57.457768,10.917117
2025.05.06,13:14:00,57.459146,10.917243
2025.05.06,13:15:00,57.461223,10.917342
2025.05.06,13:16:00,57.463817,10.917419
2025.05.06,13:17:00,57.466598,10.917477
2025.05.06,13:18:00,57.469443,10.917504
2025.05.06,13:19:00,57.4723,10.917547
2025.05.06,13:20:00,57.475176,10.917592
2025.05.06,13:21:00,57.478041,10.917628
2025.05.06,13:22:00,57.480905,10.917665
2025.05.06,13:23:00,57.483774,10.917692
2025.05.06,13:24:00,57.486654,10.917719
2025.05.06,13:25:00,57.489543,10.917749
2025.05.06,13:26:00,57.492422,10.917785
2025.05.06,13:27:00,57.495293,10.917818
2025.05.06,13:28:00,57.49816,10.917856
2025.05.06,13:29:00,57.50103,10.917899
2025.05.06,13:30:00,57.503908,10.918038
2025.05.06,13:31:00,57.506776,10.918598
2025.05.06,13:32:00,57.509635,10.919244
2025.05.06,13:33:00,57.512493,10.919902
2025.05.06,13:34:00,57.515363,10.920569
2025.05.06,13:35:00,57.518245,10.92124
2025.05.06,13:36:00,57.52112,10.921944
2025.05.06,13:37:00,57.524004,10.922638
2025.05.06,13:38:00,57.526892,10.923328
2025.05.06,13:39:00,57.529765,10.924021
2025.05.06,13:40:00,57.532618,10.924695
2025.05.06,13:41:00,57.535472,10.925373
2025.05.06,13:42:00,57.538337,10.926069
2025.05.06,13:43:00,57.541212,10.926727
2025.05.06,13:44:00,57.544078,10.927388
2025.05.06,13:45:00,57.546837,10.928028
2025.05.06,13:46:00,57.549226,10.928601
2025.05.06,13:47:00,57.551304,10.929067
2025.05.06,13:48:00,57.553351,10.929375
2025.05.06,13:49:00,57.555232,10.929402
2025.05.06,13:50:00,57.556624,10.929061
2025.05.06,13:51:00,57.557379,10.928551
2025.05.06,13:52:00,57.557484,10.928438
2025.05.06,13:53:00,57.557465,10.928438
2025.05.06,13:54:00,57.557477,10.928439
2025.05.06,13:55:00,57.557479,10.928435
2025.05.06,13:56:00,57.557483,10.928441
2025.05.06,13:57:00,57.55748,10.92844
2025.05.06,13:58:00,57.557481,10.928438
2025.05.06,13:59:00,57.557478,10.92844
2025.05.06,14:00:00,57.557479,10.928442
2025.05.06,14:01:00,57.557481,10.928442
2025.05.06,14:02:00,57.557479,10.92844
2025.05.06,14:03:00,57.55748,10.928436
2025.05.06,14:04:00,57.557477,10.92844
2025.05.06,14:05:00,57.557476,10.928286
2025.05.06,14:06:00,57.557915,10.927327
2025.05.06,14:07:00,57.55892,10.925243
2025.05.06,14:08:00,57.560431,10.922138
2025.05.06,14:09:00,57.562293,10.918337
2025.05.06,14:10:00,57.564225,10.914403
2025.05.06,14:11:00,57.566191,10.9104
2025.05.06,14:12:00,57.568158,10.906375
2025.05.06,14:13:00,57.570139,10.90236
2025.05.06,14:14:00,57.572121,10.898334
2025.05.06,14:15:00,57.574126,10.89427
2025.05.06,14:16:00,57.576137,10.890182
2025.05.06,14:17:00,57.578159,10.886125
2025.05.06,14:18:00,57.580193,10.882073
2025.05.06,14:19:00,57.582231,10.877999
2025.05.06,14:20:00,57.584274,10.873929
2025.05.06,14:21:00,57.586303,10.869874
2025.05.06,14:22:00,57.588334,10.865802
2025.05.06,14:23:00,57.590362,10.861731
2025.05.06,14:24:00,57.592383,10.857654
2025.05.06,14:25:00,57.594406,10.853555
2025.05.06,14:26:00,57.596428,10.849447
2025.05.06,14:27:00,57.598447,10.845302
2025.05.06,14:28:00,57.600488,10.841147
2025.05.06,14:29:00,57.60253,10.836981
2025.05.06,14:30:00,57.604563,10.832828
2025.05.06,14:31:00,57.606581,10.828644
2025.05.06,14:32:00,57.608597,10.824472
2025.05.06,14:33:00,57.610609,10.820268
2025.05.06,14:34:00,57.612628,10.816064
2025.05.06,14:35:00,57.61464,10.811904
2025.05.06,14:36:00,57.616649,10.807751
2025.05.06,14:37:00,57.618895,10.804135
2025.05.06,14:38:00,57.621352,10.80105
2025.05.06,14:39:00,57.623812,10.79793
2025.05.06,14:40:00,57.626247,10.794677
2025.05.06,14:41:00,57.6287,10.791423
2025.05.06,14:42:00,57.631146,10.788173
2025.05.06,14:43:00,57.633585,10.784934
2025.05.06,14:44:00,57.635946,10.781504
2025.05.06,14:45:00,57.638266,10.777956
2025.05.06,14:46:00,57.640512,10.774233
2025.05.06,14:47:00,57.642674,10.770305
2025.05.06,14:48:00,57.644839,10.766352
2025.05.06,14:49:00,57.646927,10.762226
2025.05.06,14:50:00,57.648975,10.758006
2025.05.06,14:51:00,57.651023,10.753801
2025.05.06,14:52:00,57.653079,10.749603
2025.05.06,14:53:00,57.655156,10.745428
2025.05.06,14:54:00,57.657228,10.741264
2025.05.06,14:55:00,57.659307,10.737115
2025.05.06,14:56:00,57.661391,10.732969
2025.05.06,14:57:00,57.663493,10.728847
2025.05.06,14:58:00,57.665634,10.724726
2025.05.06,14:59:00,57.667795,10.720606
2025.05.06,15:00:00,57.669974,10.716489
2025.05.06,15:01:00,57.672151,10.712395
2025.05.06,15:02:00,57.674352,10.708331
2025.05.06,15:03:00,57.676512,10.704166
2025.05.06,15:04:00,57.678582,10.699843
2025.05.06,15:05:00,57.680647,10.695509
2025.05.06,15:06:00,57.682725,10.691196
2025.05.06,15:07:00,57.6848,10.686894
2025.05.06,15:08:00,57.686873,10.682569
2025.05.06,15:09:00,57.688952,10.678268
2025.05.06,15:10:00,57.691048,10.674019
2025.05.06,15:11:00,57.693098,10.669685
2025.05.06,15:12:00,57.695074,10.66519
2025.05.06,15:13:00,57.697026,10.660642
2025.05.06,15:14:00,57.698982,10.656069
2025.05.06,15:15:00,57.700937,10.651494
2025.05.06,15:16:00,57.702874,10.646934
2025.05.06,15:17:00,57.704676,10.642722
2025.05.06,15:18:00,57.706442,10.638554
2025.05.06,15:19:00,57.708204,10.63418
2025.05.06,15:20:00,57.709857,10.629703
2025.05.06,15:21:00,57.711511,10.625163
2025.05.06,15:22:00,57.71286,10.620621
2025.05.06,15:23:00,57.713594,10.615796
2025.05.06,15:24:00,57.713818,10.61085
2025.05.07,07:14:00,57.713577,10.621405
2025.05.07,07:15:00,57.713642,10.627034
2025.05.07,07:16:00,57.713724,10.632891
2025.05.07,07:17:00,57.713827,10.638727
2025.05.07,07:18:00,57.713938,10.644569
2025.05.07,07:19:00,57.714049,10.650426
2025.05.07,07:20:00,57.714154,10.65633
2025.05.07,07:21:00,57.714334,10.662201
2025.05.07,07:22:00,57.715096,10.667908
2025.05.07,07:23:00,57.716214,10.673495
2025.05.07,07:24:00,57.71761,10.678879
2025.05.07,07:25:00,57.719085,10.684231
2025.05.07,07:26:00,57.720564,10.689614
2025.05.07,07:27:00,57.722041,10.694984
2025.05.07,07:28:00,57.723631,10.700214
2025.05.07,07:29:00,57.725473,10.705214
2025.05.07,07:30:00,57.72743,10.710078
2025.05.07,07:31:00,57.729417,10.714924
2025.05.07,07:32:00,57.731414,10.719782
2025.05.07,07:33:00,57.733403,10.724651
2025.05.07,07:34:00,57.735449,10.729475
2025.05.07,07:35:00,57.7379,10.733401
2025.05.07,07:36:00,57.740878,10.735739
2025.05.07,07:37:00,57.744031,10.737504
2025.05.07,07:38:00,57.747205,10.739215
2025.05.07,07:39:00,57.750384,10.740984
2025.05.07,07:40:00,57.753532,10.742713
2025.05.07,07:41:00,57.756656,10.744427
2025.05.07,07:42:00,57.759788,10.746107
2025.05.07,07:43:00,57.762919,10.747785
2025.05.07,07:44:00,57.766103,10.749426
2025.05.07,07:45:00,57.769296,10.751085
2025.05.07,07:46:00,57.772504,10.752728
2025.05.07,07:47:00,57.775711,10.754369
2025.05.07,07:48:00,57.778925,10.756008
2025.05.07,07:49:00,57.782129,10.757645
2025.05.07,07:50:00,57.785334,10.75927
2025.05.07,07:51:00,57.788535,10.760874
2025.05.07,07:52:00,57.791722,10.762458
2025.05.07,07:53:00,57.794899,10.764051
2025.05.07,07:54:00,57.798074,10.76566
2025.05.07,07:55:00,57.801254,10.767279
2025.05.07,07:56:00,57.804429,10.768938
2025.05.07,07:57:00,57.80762,10.770594
2025.05.07,07:58:00,57.810822,10.772277
2025.05.07,07:59:00,57.814038,10.773984
2025.05.07,08:00:00,57.816661,10.775384
2025.05.07,08:01:00,57.820058,10.777221
2025.05.07,08:02:00,57.823737,10.779239
2025.05.07,08:03:00,57.826731,10.780858
2025.05.07,08:04:00,57.830105,10.782721
2025.05.07,08:05:00,57.833451,10.784343
2025.05.07,08:06:00,57.836745,10.784932
2025.05.07,08:07:00,57.84002,10.785293
2025.05.07,08:08:00,57.842799,10.785439
2025.05.07,08:09:00,57.846018,10.785622
2025.05.07,08:10:00,57.849323,10.785652
2025.05.07,08:11:00,57.852337,10.785718
2025.05.07,08:12:00,57.855356,10.785648
2025.05.07,08:13:00,57.858388,10.785595
2025.05.07,08:14:00,57.861417,10.785468
2025.05.07,08:15:00,57.864459,10.785348
2025.05.07,08:16:00,57.867497,10.785222
2025.05.07,08:17:00,57.870554,10.785082
2025.05.07,08:18:00,57.873631,10.784973
2025.05.07,08:19:00,57.876728,10.784868
2025.05.07,08:20:00,57.879822,10.784758
2025.05.07,08:21:00,57.882933,10.784699
2025.05.07,08:22:00,57.886068,10.784651
2025.05.07,08:23:00,57.889208,10.784607
2025.05.07,08:24:00,57.892364,10.784561
2025.05.07,08:25:00,57.89552,10.784535
2025.05.07,08:26:00,57.898661,10.784453
2025.05.07,08:27:00,57.901766,10.784383
2025.05.07,08:28:00,57.904856,10.784298
2025.05.07,08:29:00,57.907958,10.78421
2025.05.07,08:30:00,57.911059,10.78412
2025.05.07,08:31:00,57.914153,10.784041
2025.05.07,08:32:00,57.917226,10.78392
2025.05.07,08:33:00,57.920286,10.783805
2025.05.07,08:34:00,57.923332,10.783667
2025.05.07,08:35:00,57.926383,10.783528
2025.05.07,08:36:00,57.929437,10.783382
2025.05.07,08:37:00,57.932512,10.783259
2025.05.07,08:38:00,57.935582,10.783157
2025.05.07,08:39:00,57.93867,10.783329
2025.05.07,08:40:00,57.941744,10.783559
2025.05.07,08:41:00,57.944781,10.783791
2025.05.07,08:42:00,57.947015,10.784369
2025.05.07,08:43:00,57.947507,10.785382
2025.05.07,08:44:00,57.947524,10.785437
2025.05.07,08:45:00,57.947601,10.785224
2025.05.07,08:46:00,57.947714,10.785001
2025.05.07,08:47:00,57.947849,10.784779
2025.05.07,08:48:00,57.947994,10.78456
2025.05.07,08:49:00,57.948136,10.784342
2025.05.07,08:50:00,57.948277,10.784122
2025.05.07,08:51:00,57.94843,10.783895
2025.05.07,08:52:00,57.948557,10.783666
2025.05.07,08:53:00,57.948608,10.783446
2025.05.07,08:54:00,57.94859,10.783233
2025.05.07,08:55:00,57.948537,10.783034
2025.05.07,08:56:00,57.948473,10.782834
2025.05.07,08:57:00,57.948404,10.782623
2025.05.07,08:58:00,57.948328,10.782412
2025.05.07,08:59:00,57.948258,10.782198
2025.05.07,09:00:00,57.948193,10.781978
2025.05.07,09:01:00,57.94813,10.781728
2025.05.07,09:02:00,57.948069,10.781444
2025.05.07,09:03:00,57.947928,10.78111
2025.05.07,09:04:00,57.947005,10.780795
2025.05.07,09:05:00,57.944957,10.780647
2025.05.07,09:06:00,57.942442,10.780518
2025.05.07,09:07:00,57.939834,10.780403
2025.05.07,09:08:00,57.937213,10.780324
2025.05.07,09:09:00,57.934598,10.780312
2025.05.07,09:10:00,57.931987,10.78049
2025.05.07,09:11:00,57.929787,10.780973
2025.05.07,09:12:00,57.929496,10.782117
2025.05.07,09:13:00,57.930183,10.78218
2025.05.07,09:14:00,57.931108,10.782458
2025.05.07,09:15:00,57.931572,10.78288
2025.05.07,09:16:00,57.931661,10.783063
2025.05.07,09:17:00,57.931673,10.783073
2025.05.07,09:18:00,57.931679,10.782954
2025.05.07,09:19:00,57.931706,10.782764
2025.05.07,09:20:00,57.931742,10.782537
2025.05.07,09:21:00,57.931787,10.782307
2025.05.07,09:22:00,57.93178,10.782144
2025.05.07,09:23:00,57.931712,10.782072
2025.05.07,09:24:00,57.931618,10.782051
2025.05.07,09:25:00,57.931551,10.782026
2025.05.07,09:26:00,57.931505,10.781986
2025.05.07,09:27:00,57.931477,10.78194
2025.05.07,09:28:00,57.931469,10.78186
2025.05.07,09:29:00,57.931473,10.781744
2025.05.07,09:30:00,57.931489,10.781611
2025.05.07,09:31:00,57.93151,10.781461
2025.05.07,09:32:00,57.931521,10.781294
